SubBank	QuestionText	QuestionType	Choice1	Choice2	Choice3	Choice4	Choice5	Grade1	Grade2	Grade3	Grade4	Grade5
HTML - Tables & Frames-Knowledge	"Carefully read the question and answer accordingly.
How to divide the page into two rows when we are using frameset?"	MCQ	By using cols=50%,50%	By using rows=50%,50%	By using colspan	By using rowspan		0	1	0	0	
HTML - Tables & Frames-Knowledge	"Carefully read the question and answer accordingly.
How to divide the page into two equal  halves when we are using frameset ?
1.By using cols=50%,50%
2.By using rows=50%,50%
3.By using colspan
4.by using rowspan"	MCQ	1&2	3&4	2&3	1&4		1	0	0	0	
HTML - Meta Tag-Knowledge	"Carefully read the question and answer accordingly.
The below html meta tag will reload page automatically every 60 ______ .
<meta http-equiv=""refresh"" content=""60"">"	MCQ	seconds	minutes	nanoseconds	milliseconds		1	0	0	0	
HTML - Meta Tag-Knowledge	"Carefully read the question and answer accordingly.
Which of the following is not an attribute of meta tag?"	MCQ	content	name	value	http-equiv		0	0	1	0	
HTML - Meta Tag-Knowledge	"Carefully read the question and answer accordingly.
Automatic page Refresh can be done by using refresh Meta Tag.
State True or False."	MCQ	TRUE	FALSE				1	0			
HTML - Meta Tag-Knowledge	"Carefully read the question and answer accordingly.
Which of the following are the functions of caching?
1.Temporarily storing the web page in the client
2.Reduce the network traffic
3.Decrease the speed of the response
4.Increase the speed of the response"	MCQ	1&2	1&2&3	1&3&4	1&2&4	1&3	0	0	0	1	0
HTML - Form Control-Application	"Carefully read the question and answer accordingly.
Consider Vijay is developing web page using HTML.Which method he can use for sending data securely on submitting the form? 
I: POST
II: GET"	MCQ	I	II	Both I & II	None of the listed options		1	0	0	0	
HTML - Form Control-Application	"Carefully read the question and answer accordingly.
Consider Vijay is developing web page using HTML.Which method he can use for sending large amount of data on submitting the form?
I: POST
II: GET"	MCQ	I	II	Both I & II	None of the listed options		1	0	0	0	
HTML - Form Control-Application	"Carefully read the question and answer accordingly.
Consider Vijay is developing web page using HTML.  He  wants  user to enter some data which is  multiline data. What must be the form  element or control to be used by him?"	MCQ	TextBox	TextArea	Text	All of the listed options		0	1	0	0	
HTML - Div Span-Comprehension	"Carefully read the question and answer accordingly.
Which tag creates containers to other HTML tags/elements?
I: DIV
II: SPAN"	MCQ	I	II	Both I & II	None of the listed options		1	0	0	0	
HTML - Div Span-Comprehension	"Carefully read the question and answer accordingly.
Which tag is used if we want to apply same styles for a block of elements?
I: DIV
II: SPAN"	MCQ	I	II	Both I & II	None of the listed options		1	0	0	0	
HTML - Div Span-Comprehension	"Carefully read the question and answer accordingly.
If we want to apply a style for a text or a part of a text which tag will be used?
I: SPAN
II: DIV"	MCQ	I	II	Both I & II	None of the listed options		1	0	0	0	
HTML - Div Span-Comprehension	"Carefully read the question and answer accordingly.
DIV tag creates linebreaks similar to paragraph tags.
State True or False."	MCQ	TRUE	FALSE				1	0			
Javascript - Basics-Knowledge	"Carefully read the question and answer accordingly.
Which of the following are valid variable declarations in Java Script?
1.var x=3.14
2.var int x=4;
3.var x=4;
4.var country=""INDIA"""	MCQ	1&2	1&2&3	1&3&4	1&2&4	1&3	0	0	1	0	0
Javascript - Basics-Knowledge	"Carefully read the question and answer accordingly.
Which of the following are valid identifiers in Java Script? 
1._num
2.num
3.9char
4.$num"	MCQ	1,2&4	3&4	2&3	1&4		1	0	0	0	
Javascript - Basics-Knowledge	"Carefully read the question and answer accordingly.
Variables in Java Script should be declared with data types.
State True or False."	MCQ	FALSE	TRUE				1	0			
Javascript - Basics-Knowledge	"Carefully read the question and answer accordingly.
Which of the following are used for executing client side script?
1.JavaScript
2.JSP
3.Servlets
4.VBScript"	MCQ	1&2	3&4	2&3	1&4		0	0	0	1	
Javascript - Basics-Knowledge	"Carefully read the question and answer accordingly.
Please select the correct statement  with respect to including JavaScript in HTML pages."	MCQ	JavaScript can be written inside the page body	JavaScript can be written inside the header	Java Script can be written as an external file and imported to the page	All of the listed options		0	0	0	1	
Javascript - Objects & Events-Application	"Carefully read the question and answer accordingly.
In JavaScript, for accessing first paragraph tag in the document which of the statement is used?"	MCQ	document.getElementsByTagName("p")[0]	document.getElementsByTagName("p")	document.getElementsByTagName("p[0]")	None of the listed options		1	0	0	0	
Javascript - Objects & Events-Application	"Carefully read the question and answer accordingly.
In JavaScript, for reading the contents inside the first paragraph tag which statement is used?"	MCQ	document.getElementsByTagName("p").innertext()	document.getElementsByTagName("p")[0].innerText;	document.getElementsByTagName("p[0]").innertext()	None of the listed options		0	1	0	0	
Javascript - Objects & Events-Application	"Carefully read the question and answer accordingly.
Consider Vijay is developing a web  application. Which method he can use to get a collection of elements of same type (for example paragraph tags) in Java Script?"	MCQ	getElementByName()	getElementById()	getElementsByTagName()	None of the listed options		0	0	1	0	
Javascript - Objects & Events-Application	"Carefully read the question and answer accordingly.
What will be the output of the following Java Script code when the button is clicked?
<body>
<script type=""text/javascript"">
function displayMessage(){
 document.write(""Displaying message by using javaScript"");
}
</script>
<button type=""button"" onclick=""DISPLAYMESSAGE()"">Display Message</button>
</body>"	MCQ	It will print the message "Displaying message by using javaScript"	It will not print the message	It will display some error message on browser	None of the listed options		0	1	0	0	
XML- Introduction to XML-Knowledge	"Carefully read the question and answer accordingly.
What is the correct syntax of the declaration which defines the XML version?"	MCQ	<xml version="1.0" />	<?xml version="1.0"?>	<?xml version="1.0" />	None of the listed options		0	1	0	0	
XML- Introduction to XML-Knowledge	"Carefully read the question and answer accordingly.
How to declare element with minimum one occurrence?"	MCQ	<! ELEMENT element-name(element-content+)>	<! ELEMENT element-name(element-content+)!>	<! ELEMENT element-name(element-content)!>	None of the listed options		1	0	0	0	
XML- Introduction to XML-Knowledge	"Carefully read the question and answer accordingly.
Which of the following XML statement is valid?"	MCQ	<message> if price<60</message>	<message> if price lt 60 </message>	<message> if price &lt; 60</message>	None of the listed options		0	0	1	0	
XML- Introduction to XML-Knowledge	"Carefully read the question and answer accordingly.
What does DTD stands for?"	MCQ	Direct Type Definition	Document Type Definition	Dynamic Type Definition	None of the listed options		0	1	0	0	
XML- Introduction to XML-Knowledge	"Carefully read the question and answer accordingly.
Which of the following correctly defines use of DTD in XML development?"	MCQ	DTD are used by parsers for validating the structure of the XML	DTD are used as contract between two systems to interoperate.	An Application can use the DTD to validate the XML structure it has received from external systems	All of the listed options		0	0	0	1	
XML- Introduction to XML-Knowledge	"Carefully read the question and answer accordingly.
Any text that should not be parsed by the xml parser needs to declare as:
I: PCDATA
II: CDATA"	MCQ	I	II	Both I & II	None of the listed options		0	1	0	0	
XML- Introduction to XML-Knowledge	"Carefully read the question and answer accordingly.
What does XML stand for?"	MCQ	eXtra Modern Link	eXtensible Markup Language	Example Markup Language	X-Markup Language		0	1	0	0	
XML- Introduction to XML Parsers-Knowledge	"Carefully read the question and answer accordingly.
Which parser is a W3C standard?"	MCQ	SAX	DOM	XHTML	None of the listed options		0	1	0	0	
XML- Introduction to XML Parsers-Knowledge	"Carefully read the question and answer accordingly.
What are the uses of XML parsers?
1.Parsing XML files and retrieving data from XML elements
2.Creating XML files programmatically
3.Used to direct conversion using an XSLT processor"	MCQ	1&2	2	2&3	1		1	0	0	0	
XML- Introduction to XML Parsers-Knowledge	"Carefully read the question and answer accordingly.
Which parser reads small chunk of document at a time,parses it, generate an events and then reads another chunk of document"	MCQ	DOM	SAX	XML	None of the listed options		0	1	0	0	
XML- Introduction to XML Parsers-Knowledge	"Carefully read the question and answer accordingly.
Which defines standard set of objects for creating XML's?"	MCQ	SAX	XMLDOM	XML	None of the listed options		0	1	0	0	
XML- Introduction to XML Parsers-Knowledge	"Carefully read the question and answer accordingly.
Which type of parser is suitable,when applications is required to read data without modifying the content"	MCQ	DOM	SAX	XML	None of the listed options		0	1	0	0	
XML- Introduction to JAXP-Knowledge	"Carefully read the question and answer accordingly.
Which statement  creates  DocumentBuilder instance?"	MCQ	DocumentBuilder b=new DocumentBuilder();	DocumentBuilder b=new Builder();	DocumentBuilder b=factory.new DocumentBuilder();	None of the listed options		0	0	1	0	
XML- Introduction to JAXP-Knowledge	"Carefully read the question and answer accordingly.
What does XSL stands for?"	MCQ	Extensive Style sheet language	Extensible Style Language	Extensible Style Sheet Language	None of the listed options		0	0	1	0	
XML- Introduction to JAXP-Knowledge	"Carefully read the question and answer accordingly.
Which statement  creates DocumentBuilderFactory instance?"	MCQ	DocumentBuilderFactory f=new DocumentBuilderFactory();	DocumentBuilderFactory f= BuilderFactory.newInstance();	DocumentBuilderFactory f=DocumentBuilderFactory.newInstance();	None of the listed options		0	0	1	0	
XML- Introduction to JAXP-Knowledge	"Carefully read the question and answer accordingly.
Which language is used for formatting XML documents?"	MCQ	XSL	XSLT	XSL-FO	None of the listed options		0	0	1	0	
XML- Introduction to JAXP-Knowledge	"Carefully read the question and answer accordingly.
Which is used to transform XML document?"	MCQ	Xpath	XSLT	XSL	None of the listed options		0	1	0	0	
XML- Introduction to JAXP-Knowledge	"Carefully read the question and answer accordingly.
What are the two common exceptions in JAXP?
1.ParserConfigurationException
2.FactoryConfigurationException
3.FactoryConfigurationError"	MCQ	1&2	3	1&3	1		0	0	1	0	
XML- Introduction to JAXP-Knowledge	"Carefully read the question and answer accordingly.
JAXP Stands for:"	MCQ	Java API eXtensive processing	Java API eXtensible Processing	Java API for XML Processing	None of the listed options		0	0	1	0	
XML- Introduction to JAXP-Knowledge	"Carefully read the question and answer accordingly.
In which package JAXP related API's  are available?"	MCQ	javax.xml.parsers.*;	javax.xml.*;	javax.parsers.xml.*;	None of the listed options		1	0	0	0	
XML- Introduction to XML Schema-Application	"Carefully read the question and answer accordingly.
Which complex type specifies that the elements should always be in the order specified?"	MCQ	<xs:complexType name="CountrInfo"><xs:all> <xs:element name="countryName" type="xs:string"/> <xs:element name="states" type="xs:integer"/></xs:all></xs:complexType>	<xs:complexType name="CountrInfo"><xs:choice> <xs:element name="countryName" type="xs:string"/> <xs:element name="states" type="xs:integer"/></xs:choice></xs:complexType>	<xs:complexType name="CountrInfo"><xs:sequence> <xs:element name="countryName" type="xs:string"/> <xs:element name="states" type="xs:integer"/></xs:sequence></xs:complexType>	None of the listed options		0	0	1	0	
XML- Introduction to XML Schema-Application	"Carefully read the question and answer accordingly.
Which statement specifies a constant value for a simple element?"	MCQ	<xs:element name="CountryName" type="xs:string" constant="India"/>	<xs:element name="CountryName" type="xs:string" fixed="India"/>	<xs:element name="CountryName" type="xs:string" fixedvalue="India"/>	None of the listed options		0	1	0	0	
XML- Introduction to XML Schema-Application	"Carefully read the question and answer accordingly.
Which complex type signifies that only one of the child elements can appear?"	MCQ	<xs:complexType name="CountrInfo"><xs:all> <xs:element name="countryName" type="xs:string"/> <xs:element name="states" type="xs:integer"/></xs:all></xs:complexType>	<xs:complexType name="CountrInfo"><xs:choice> <xs:element name="countryName" type="xs:string"/> <xs:element name="states" type="xs:integer"/></xs:choice></xs:complexType>	<xs:complexType name="CountrInfo"><xs:sequence> <xs:element name="countryName" type="xs:string"/> <xs:element name="states" type="xs:integer"/></xs:sequence></xs:complexType>	None of the listed options		0	1	0	0	
Industry Practices-Coding Standards in Java-Knowledge	"Carefully read the question and answer accordingly.
As per Java coding standard class names should be nouns, in mixed case
with the first letter of each internal word capitalized.
Try to keep your class names simple
and descriptive.
State True or False."	MCQ	TRUE	FALSE				1	0			
Industry Practices-Coding Standards in Java-Knowledge	"Carefully read the question and answer accordingly.
Select the right coding best practices followed while using java Collections.
1.Use for loop instead of iterator
2.Use Collections with generic with same type of data.
3.Copy collections into other collections by calling addAll() methods instead using iterator  to copy each collection element."	MCQ	1&2	2&3	1&3	3		0	1	0	0	
Industry Practices-Coding Standards in Java-Knowledge	"Carefully read the question and answer accordingly.
Consider the following code snippet:
import org.junit.*;
import static org.junit.Assert.*;
import java.io.*;
public class OutputTest {
private File output;
@Before
public void createOutputFile() {
output = new File(...);
}
@After
public void deleteOutputFile() {
output.delete();
}
@Test
public void testSomethingWithFile() {
...
}
}
Which of the following option gives the order in which the methods in the above given OutputTest class is executed?"	MCQ	createOutputFile() deleteOutputFile() testSomethingWithFile()	createOutputFile() testSomethingWithFile() deleteOutputFile()	testSomethingWithFile() createOutputFile() deleteOutputFile()	deleteOutputFile() createOutputFile() testSomethingWithFile()		0	1	0	0	
Industry Practices-Coding Standards in Java-Knowledge	"Carefully read the question and answer accordingly.
Select correct naming convention used during class declaration. 
1.Class name should be nouns
2.Should be simple & descriptive
3.Class name starts with lower case.
4.Class name can be java valid keyword."	MCQ	1&2	3&4	2&3	1&4		1	0	0	0	
Industry Practices-Coding Standards in Java-Knowledge	"Carefully read the question and answer accordingly.
Documentation comments are meant to describe the specification of the code to be read by developers.
State True or False."	MCQ	TRUE	FALSE				1	0			
Industry Practices-Coding Standards in Java-Knowledge	"Carefully read the question and answer accordingly.
Which tool verifies for best practice adherence? 
1.PMD
2.Check Style
3.CPD
4.ANT"	MCQ	1&2	1&2&3	1&3&4	1&2&4	1&3	0	1	0	0	0
Industry Practices-Coding Standards in Java-Knowledge	"Carefully read the question and answer accordingly.
What are the major areas PMD tool scans java code?"	MCQ	Coding standards	Violation of best practice	Possible performance bottlenecks	All of the listed options		0	0	0	1	
Industry Practices-Coding Standards in Java-Knowledge	"Carefully read the question and answer accordingly.
Which of the following is build tool?"	MCQ	ANT	PMD	Checkstyle	CPD		1	0	0	0	
Industry Practices-Coding Standards in Java-Knowledge	"Carefully read the question and answer accordingly.
Choose a valid package name in Java?
1.com.sun.eng
2.123pack
3.pack123
4.outerpack_innerpack"	MCQ	1&2	1&2&3	1&3&4	1&2&4	1&3	0	0	1	0	0
Industry Practices-Coding Standards in Java-Knowledge	"Carefully read the question and answer accordingly.
Select the advantages of  using coding conventions in java application development."	MCQ	Improves Readability of the software	Improves Easy understanding	Improves Easy Maintenance	All of the listed options		0	0	0	1	
Industry Practices- Refactoring-Knowledge	"Carefully read the question and answer accordingly.
public class MethodSigExample
{
   public int test(String s, int i)
   {
      int x = i + s.length();
      return x;
   }
}
 
During refactoring method signature can be changed using the option:"	MCQ	Refactor > Change Method Signature	Refactor > move	Refactor > Extract method	Refactor > move Method		1	0	0	0	
Industry Practices- Refactoring-Knowledge	"Carefully read the question and answer accordingly.
What are the types of refactoring?
1.Physical Structure
2.Logical Structure
3.Method Level
4.Class Level Structure"	MCQ	1&2	3&4	2&3	1&4		0	0	0	1	
Industry Practices- Refactoring-Knowledge	"Carefully read the question and answer accordingly.
What are the Tools & plug-ins commonly used  in testing java application code? 
1.ANT
2.JUnit
3.JavaScript
4.EMMA"	MCQ	1&2	3&4	2&3	2&4		0	0	0	1	
Industry Practices- Refactoring-Knowledge	"Carefully read the question and answer accordingly.
What are the benefits of Logging? 
1.Debug applications issues easily
2.Detect complier errors easily
3.Trouble Shoot performance problems"	MCQ	1&2	2&3	1&3	3		0	0	1	0	
Industry Practices-SCM-Knowledge	"Carefully read the question and answer accordingly.
Select the benefits of versioning the software in java application development. 
1.Backup and Restore
2.WinZIP
3.Synchronization
4.Branching and merging
5.Formatting"	MCQ	1&2	1&2&3	1&3&4	1&2&4	1&3	0	0	1	0	0
Industry Practices-SCM-Knowledge	"Carefully read the question and answer accordingly.
An art of identifying, organizing, controlling and verifying the modification to the software work products built by the developer."	MCQ	SDLC	SVN	SCM	HCM		0	0	1	0	
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
Which of these is executed first before execution of any other thing takes place in a program?"	MCQ	main method	finalize method	static block code	private method		0	0	1	0	
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
Which of the following statement is incorrect?"	MCQ	By multithreading CPU’s idle time is minimized, and we can take maximum use of it.	By multitasking CPU’s idle time is minimized, and we can take maximum use of it.	Two thread in Java can have same priority	A thread can exist only in two states, running and blocked.		0	0	0	1	
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
Consider a development scenario where you want to write the object data into persistence storage devices (like file, disk etc.).Using which of the below concept you can achieve the given requirement?"	MCQ	finalization	Serialization	Synchronization	Deserialization		0	1	0	0	
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
In Thread implementation making method synchronized is always better in order to increase application performance rather than using synchronize block to synchronize certain block of statements written in java inside the method. 
State True or False."	MCQ	FALSE	TRUE				1	0			
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
Consider you are developing an application where you have to store and retrieve data in character format in file. Which API you will use to store and retrieve the data in character format?"	MCQ	Reader and Writer Stream APIs	InputStream and OutputStream Stream APIs	Collection APIs	None of the listed options		1	0	0	0	
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
Consider you are developing a JDBC application, where you have to retrieve quarterly report from database by executing database store procedure created by database developer. Which statement API you will use to execute store procedure and retrieve ResultSet information?"	MCQ	Statement	PreparedStatement	CallableStatement	None of the listed options		0	0	1	0	
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
Which statements are true about comparing two instances of the same class, given that the 
equals() and hashCode() methods have been properly overridden?"	MCA	If the equals() method returns true, the hashCode() comparison == might return false	If the equals() method returns false, the hashCode() comparison == might return true	If the hashCode() comparison == returns true, the equals() method must return true	If the hashCode() comparison == returns true, the equals() method might return true		0	0.5	0	0.5	
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
Which of the following is incorrect statement regarding the use of generics and parameterized types in Java?"	MCQ	Generics provide type safety by shifting more type checking responsibilities to the compiler.	Generics and parameterized types eliminate the need for down casts when using Java Collections.	When designing your own collections class (say, a linked list), generics and parameterized types allow you to achieve type safety with just a single class definition as opposed to defining multiple classes.	All of the mentioned		0	0	1	0	
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
Which collection class allows you to grow or shrink its size and provides indexed access to its elements, but whose methods are not synchronized?"	MCQ	java.util.HashSet	java.util.LinkedHashSet	java.util.List	java.util.ArrayList		0	0	0	1	
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
Consider you are developing an ATM application for ABC Bank using java application. Several account holders of ABC Bank have opted for add-on cards. There is a chance that two users may access the same account at same time and do transaction simultaneously knowingly or unknowingly from different ATM machine from same or different bank branches. As developer you have to ensure that when one user login to account until he finishes his transaction account should be locked to other users who are trying access the same account. How do you implement given requirement programmatically using java?"	MCQ	Using Thread Synchronization	Using object serialization	Using object deserialization	None of the listed options		1	0	0	0	
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
Consider you are developing a JDBC application, where you have to retrieve the Employee information from the database table based on Employee id value passed at runtime as parameter. Which best statement API you will use to execute parameterized SQL statement at runtime?"	MCQ	Statement	PreparedStatement	CallableStatement	None of the listed options		0	1	0	0	
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
You need to store elements in a collection that guarantees that no duplicates are stored and all elements can be accessed in natural order. Which interface provides that capability?"	MCQ	java.util.Map	java.util.Set	java.util.List	java.util.Collection		0	1	0	0	
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
Consider you are developing shopping cart application you have to store details of items purchased by the each customer in intermediate memory before storing purchase details in actual database permanently note that number of different items purchased by customer is not definite it may vary. How do you implement given requirement using java considering best performance of the application?"	MCQ	Implement using Arrays	Implement using Collection API’s.	Implement using file API’s	None of the listed options		0	1	0	0	
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
Consider you are developing a JDBC application, where you have to retrieve Employee table schema information like table columns name, columns field length and data type etc. Which API you will use to retrieve table schema information?"	MCQ	ResultSet	ResultSetMetaData	DataSource	Statement		0	1	0	0	
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
Consider the development scenario where you have created Employee class with implementation code and as per the project requirement you have to ensure that developer in team reusing code written in Employee class only using inheritance by extending the employee class but not by creating the instance of Employee object directly. Please suggest the solution to implement given requirement?"	MCQ	Mark Employee class with abstract keyword	Mark Employee class with final keyword	Make Employee class methods private	Make Employee class methods public		1	0	0	0	
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
Consider you are developing java application in a team consists of 20 developers and you have been asked to develop class by Name ProgrammerAnalyst and to ensure that other developers in team use ProgrammerAnalyst class only by creating object and team member should not be given provision to inherit and modify any functionality written in ProgrammerAnalyst class using inheritance. How do you achieve this requirement in development scenario?"	MCQ	Declare the ProgrammerAnalyst class has abstract	Declare the ProgrammerAnalyst class has private	Declare the ProgrammerAnalyst class has final	None of the listed options		0	0	1	0	
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
What will happen if two thread of same priority are called to be processed simultaneously?"	MCQ	Any one will be executed first lexographically	Both of them will be executed simultaneously	None of them will be executed	It is dependent on the operating system.		0	0	0	1	
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
In Thread implementation methods like wait(), notify(), notifyAll() should be used in synchronized context . 
State true or false"	MCQ	TRUE	FALSE				1	0			
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
Which class does not override the equals() and hashCode() methods, inheriting them directly from class Object?"	MCQ	java.lang.String	java.lang.Double	java.lang.StringBuffer	java.lang.Character		0	0	1	0	
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
Interfaces are mainly used to expose behavior or functionality not the implementation code. 
State true or false"	MCQ	TRUE	FALSE				1	0			
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
Select the advantages of using Collection API’s in java application development."	MCQ	Reduces programming effort	Allows interoperability among unrelated APIs	Reduces effort to learn and to use new APIs	Fosters software reuse	All of the listed options	0	0	0	0	1
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
Which of the following provides an efficient means of storing key/value pairs in sorted order, and allows rapid retrieval?"	MCQ	TreeMap	HashMap	LinkedHashMap	Non of the listed options		1	0	0	0	
CoreJava-Scenario (application) based questions-Application	"Carefully read the question and answer accordingly.
Consider you are trying to persist or store object of Customer class using ObjectOutputStream class in java. When you are trying to persist customer object data java code is throwing runtime exception without persisting object information.  Please suggest what is the key important factor you have consider in code in order to persist customer object data."	MCQ	Check whether you have implemented Customer class with Serializable interface	Check whether you have implemented Customer class with Externalizable interface	Check whether you have marked Customer class methods with synchronized keyword	None of the listed options		1	0	0	0	
Oracle-Scenario (Application) based questions-Application	"Carefully read the question and answer accordingly.
The below procedure raises exception using RAISE_APPLICATION_ERROR when we try to delete a department that is not available in  the below table else to diplay a message that the department is <available> Deleted.
TABLE DATA : tbl_departments
DEPARTMENTID   DESCRIPTION
          20                 Science
          30                 Economics
          40                 Statistics
          50                 History
CODE:
CREATE OR REPLACE PROCEDURE Available_Dept(P_DeptId tbl_departments.departmentid%TYPE) IS
BEGIN
DELETE FROM tbl_departments WHERE departmentid = P_DeptId;
IF SQL%NOTFOUND THEN
RAISE_APPLICATION_ERROR (-20201, P_DeptId || ' does not exist');
ELSE 
DBMS_OUTPUT.PUT_LINE('Department details are <Available>Deleted');
END IF;
END Available_Dept;"	MCQ	TRUE	FALSE				1	0			
Oracle-Scenario (Application) based questions-Application	"Carefully read the question and answer accordingly.
Which code assign null to  all the fields in the record
emp_info?"	MCQ	DECLARE TYPE EmpRec IS RECORD ( emp_id emp.empno%TYPE, job_title VARCHAR2(9), salary NUMBER(7,2)); emp_info EmpRec; BEGIN emp_info.emp_id := 7788; emp_info.job_title := 'ANALYST'; emp_info.salary := 3500; END;	DECLARE TYPE EmpRec IS RECORD ( emp_id emp.empno%TYPE, job_title VARCHAR2(9), salary NUMBER(7,2)); emp_info EmpRec; BEGIN emp_info.emp_id := 7788; emp_info.job_title := 'ANALYST'; emp_info.salary := 3500; emp_info := emp_null; END;	DECLARE TYPE EmpRec IS RECORD ( emp_id emp.empno%TYPE, job_title VARCHAR2(9), salary NUMBER(7,2)); emp_info EmpRec; emp_null EmpRec; BEGIN emp_info.emp_id := 7788; emp_info.job_title := 'ANALYST'; emp_info.salary := 3500; emp_info := emp_null; END;	None of the above		0	0	1	0	
Oracle-Scenario (Application) based questions-Application	"Carefully read the question and answer accordingly.
Join queries are better in performance than Subqueries.
State true or false."	MCQ	TRUE	FALSE				1	0			
Oracle-Scenario (Application) based questions-Application	"Carefully read the question and answer accordingly.
Which of the trigger is used to log all errors and also to do some special processing when the log error is 1017?"	MCQ	CREATE TRIGGER log_errors BEGIN IF (IS_SERVERERROR (1017)) THEN <special processing of logon error> ELSE <log error number> END IF; END;	CREATE TRIGGER log_errors AFTER SERVERERROR ON DATABASE BEGIN IF (IS_SERVERERROR (1017)) THEN <special processing of logon error> ELSE <log error number> END IF; END;	CREATE TRIGGER AFTER SERVERERROR ON DATABASE BEGIN IF (IS_SERVERERROR (1017)) THEN <special processing of logon error> ELSE <log error number> END IF; END;	None of the above		0	1	0	0	
Oracle-Scenario (Application) based questions-Application	"Carefully read the question and answer accordingly.
XYZ Company database tables are accessed by several users but few users want to do positional row updates or deletes operation on databases tables based on business requirement. What will the right solution you will implement in such scenario?"	MCQ	Use Views	Use Cursors	Use database Indexes	Use database Trigger		0	1	0	0	
Oracle-Scenario (Application) based questions-Application	"Carefully read the question and answer accordingly.
Consider you are maintaining ABC company database. ABC company database tables are accessed by 1000 users initially when it was designed from last two years there was tremendous increase in number records count also number of users who are accessing the database tables to fetch results. Users of ABC company database are reporting problem that query processing is taking more time when they execute query against the database tables. What will the right solution you will suggest in such scenarios in order to increase database query performance?"	MCQ	Create Function	Create Stored Procedure	Create index	Create Trigger		0	0	1	0	
Oracle-Scenario (Application) based questions-Application	"Carefully read the question and answer accordingly.
Which is the valid Package specification for the below requirements.
1) A procedure to update each professors salary 
2) A function to return the professor details who receive less salary compared to others.
3) A REF CURSOR to be declared
4) A employee record with employeeid , employee name , salary.
5) A constant with datatype NUMBER with value 4"	MCQ	CREATE OR REPLACE PACKAGE employee_package AS TYPE emp_rec IS RECORD ( employeeid NUMBER, firstname VARCHAR2(10), lastname VARCHAR2(10), salary NUMBER); minimum_count CONSTANT NUMBER := 4; FUNCTION get_employee RETURN emp_rec; PROCEDURE update_salary (employeeid IN NUMBER); END employee_package;	CREATE OR REPLACE PACKAGE employee_package AS TYPE t_ref_cursor IS REF CURSOR; TYPE emp_rec IS RECORD ( employeeid NUMBER, firstname VARCHAR2(10), lastname VARCHAR2(10), salary NUMBER); minimum_count CONSTANT NUMBER := 4; FUNCTION get_employee RETURN emp_rec; PROCEDURE update_salary (employeeid IN NUMBER); END employee_package;	CREATE OR REPLACE PACKAGE employee_package AS TYPE t_ref_cursor IS REF CURSOR; TYPE emp_rec IS RECORD ( employeeid NUMBER, firstname VARCHAR2, lastname VARCHAR2, salary NUMBER); minimum_count CONSTANT NUMBER := 4; FUNCTION get_employee RETURN emp_rec; PROCEDURE update_salary (employeeid IN NUMBER); END employee_package;	None of the listed options		0	1	0	0	
Oracle-Scenario (Application) based questions-Application	"Carefully read the question and answer accordingly.
Which of the following is the benefits using triggers in database management system?"	MCQ	Faster application development. Because the database stores triggers, you do not have to code the trigger actions into each database application.	Global enforcement of business rules. Define a trigger once and then reuse it for any application that uses the database.	Easier maintenance. If a business policy changes, you need to change only the corresponding trigger program instead of each application program.	Improve performance in client/server environment. All rules run in the server before the result returns.	All of the listed options	0	0	0	0	1
Oracle-Scenario (Application) based questions-Application	"Carefully read the question and answer accordingly.
What is the collection exception raised for the below code?
DECLARE
   TYPE NumList IS TABLE OF NUMBER;
   nums NumList;
BEGIN
nums(1) := 1;
END;"	MCQ	SUBSCRIPT_BEYOND_COUNT	COLLECTION_IS_NULL	NO_DATA_FOUND	VALUE_ERROR		0	1	0	0	
